symbol,asset_class,freq_label,signal_time,entry_time,exit_time,direction,streak_len,amplitude,raw_weight,trade_return,scaled_weight,gross_leverage,pnl,signed_return,holding_days
中证全指,EQUITY,W,2024-07-05,2024-07-12,2024-07-26,1,8,-0.0983929253459471,0.3935717013837885,-0.0154959092002886,0.3935717013837885,0.9968528967574708,-0.0062955371991381,-0.0154959092002886,14
中信风格指数:成长,EQUITY,Q,2024-06-28,2024-09-30,2025-03-31,1,5,-0.262646439894315,0.4,0.2981844315589439,0.1666666666666666,1.0,0.0496140719264906,0.2981844315589439,182
中信风格指数:消费,EQUITY,Q,2024-06-28,2024-09-30,2025-03-31,1,5,-0.1802770582372733,0.4,0.1314880625011516,0.1666666666666666,1.0,0.0218313437501919,0.1314880625011516,182
恒生医疗保健指数,EQUITY,Q,2024-06-28,2024-09-30,2025-03-31,1,6,-0.4032963885786292,0.4,0.4021674961963222,0.1666666666666666,1.0,0.066944582699387,0.4021674961963222,182
恒生地产分类指数,EQUITY,Q,2024-06-28,2024-09-30,2025-03-31,1,6,-0.4064998107372906,0.4,0.0567682550706936,0.1666666666666666,1.0,0.0093780425117822,0.0567682550706936,182
申万中盘指数,EQUITY,Q,2024-06-28,2024-09-30,2025-03-31,1,5,-0.1520714352833083,0.4,0.128137168890736,0.1666666666666666,1.0,0.0212728614817893,0.128137168890736,182
申万小盘指数,EQUITY,Q,2024-06-28,2024-09-30,2025-03-31,1,5,-0.2345392210525422,0.4,0.2600338688979859,0.1666666666666666,1.0,0.043255644816331,0.2600338688979859,182
ICE布油,COMMO,W,2025-03-07,2025-03-14,2025-03-28,1,7,-0.0855216963909561,0.2565650891728686,0.0353194103194103,0.2565650891728686,0.2565650891728686,0.0089334451135462,0.0353194103194103,14
煤炭,COMMO,Q,2024-12-31,2025-03-31,2025-09-30,1,5,-0.1577699293642785,0.35,-0.0919067872761035,0.35,0.35,-0.0323423755466362,-0.0919067872761035,183
煤炭,COMMO,Q,2025-03-31,2025-06-30,2025-10-17,1,6,-0.2519576185671039,0.35,0.0890585584977945,0.35,0.35,0.030995495474228,0.0890585584977945,109
